"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"52"	"Fgf9"	0.571841257908171	0.208733663510157	0.0631128404359401	0.11645486661	52	"Mesothelium"	""
"53"	"Angpt2"	0.570490828415903	0.20958795257152	0.0639671294973026	0.116387149117576	53	"Lymphatic_ECs, Pericytes, SMC"	"Lymphatic_ECs"
"54"	"Tgfb3"	0.572881923934431	0.204369435567458	0.0587486124932404	0.115155198080601	54	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	""
"55"	"Cxcl16"	0.566138229087738	0.212297134673989	0.0666763115997718	0.115090035833847	55	"Alveolum, MNP"	"Alveolum, MNP"
"56"	"Copa"	0.569899642603567	0.215385495687503	0.0697646726132855	0.114760786060512	56	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, Vascular_ECs"	""
"57"	"Efna1"	0.567342478067955	0.211626282798432	0.0660054597242146	0.114579376149991	57	"Alveolum, Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"58"	"Ptprc"	0.569349725439189	0.210638598156219	0.0650177750820021	0.11450178572451	58	"Granulocytes, Lymphocytes, MNP"	""
"59"	"Cxcl2"	0.562674645934893	0.213692732563222	0.0680719094890046	0.114454203907314	59	"Granulocytes"	""
"60"	"Efnb1"	0.569855390679849	0.212465814434923	0.0668449913607054	0.114326817411451	60	"Capillary_ECs, Fibroblasts, Vascular_ECs"	""
"61"	"Pcdh1"	0.566613067145581	0.212712998012861	0.0670921749386435	0.114253778416048	61	"Capillary_ECs, Vascular_ECs"	""
"62"	"Il16"	0.575302354997882	0.20794122041328	0.0623203973390623	0.113849718695715	62	"Granulocytes, Lymphocytes"	""
"63"	"Pcdh7"	0.568495016935067	0.20961569643588	0.0639948733616624	0.112461339209781	63	"Fibroblasts, Lymphatic_ECs, Mesothelium, SMC"	""
"64"	"Fn1"	0.576657259403785	0.214325439132747	0.06870461605853	0.112301869545408	64	"Fibroblasts, MNP, Pericytes, SMC"	"Fibroblasts, Pericytes"
"65"	"Dsg2"	0.566254576842225	0.212555846809415	0.0669350237351972	0.112259547105287	65	"Airway"	""
"66"	"Sema3a"	0.565828465621727	0.212725423381593	0.0671046003073759	0.112197536617035	66	"Lymphatic_ECs"	""
"67"	"Anxa1"	0.570151232192331	0.209286086474709	0.0636652634004913	0.11151953549111	67	"Airway, Alveolum, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC"	"Alveolum, Lymphatic_ECs"
"68"	"Sema3f"	0.572396147198806	0.207392014607153	0.0617711915329359	0.111514060938142	68	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"69"	"Pkd1"	0.571532488867411	0.208756187808381	0.0631353647341638	0.111242480634344	69	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"70"	"Serpine1"	0.555884710313985	0.207708518035931	0.0620876949617139	0.110802795436144	70	"Capillary_ECs, Fibroblasts, SMC"	"Capillary_ECs, Fibroblasts"
"71"	"F11r"	0.569456128941159	0.206037718280453	0.0604168952062353	0.110761692271449	71	"Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs"	""
"72"	"Cdh1"	0.566546440653698	0.204877435238595	0.0592566121643778	0.11058992181178	72	"Airway, Alveolum"	""
"73"	"Lamb1"	0.567380763440158	0.210155331908403	0.0645345088341857	0.110331798437371	73	"Airway, Fibroblasts, Lymphatic_ECs, Pericytes"	""
"74"	"Calm2"	0.560646018420739	0.210943583246041	0.0653227601718241	0.110217654922064	74	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"75"	"Fgf2"	0.572841649711719	0.203385691888572	0.0577648688143544	0.109728879953269	75	"Fibroblasts, Mesothelium, SMC"	""
"76"	"Ncam1"	0.56591547783128	0.211227884331094	0.0656070612568766	0.10957971581673	76	"Mesothelium, SMC"	""
"77"	"Calm1"	0.560697728533847	0.209066380127315	0.0634455570530975	0.109308185213911	77	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Fibroblasts, Pericytes"
"78"	"Thbs1"	0.565439148135551	0.212723763086596	0.067102940012379	0.109234139649752	78	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	"Fibroblasts"
"79"	"Icam2"	0.564157831198302	0.206939567590501	0.0613187445162834	0.108767391326515	79	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"80"	"Celsr1"	0.568869915255082	0.203608688484771	0.057987865410554	0.108573541265865	80	"Airway, Lymphatic_ECs"	"Lymphatic_ECs"
"81"	"Nts"	0.562747736190919	0.208198911857179	0.0625780887829618	0.108139134276721	81	"Lymphatic_ECs"	""
"82"	"Rtn4"	0.567606000759743	0.211417071800709	0.0657962487264913	0.107943089175209	82	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum"
"83"	"Nampt"	0.565923433233294	0.204489081259291	0.0588682581850734	0.107409290774791	83	"MNP, SMC, Vascular_ECs"	""
"84"	"Nectin3"	0.565492349886539	0.209929857685778	0.0643090346115606	0.107330869760964	84	"Airway, Alveolum"	""
"85"	"Lamb2"	0.565042372459993	0.20620564529345	0.0605848222192328	0.107260203169423	85	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	"SMC"
"86"	"Psen1"	0.56455013196023	0.206440831777364	0.0608200087031462	0.107247714556489	86	"Fibroblasts, MNP"	""
"87"	"Tnfsf14"	0.564953868612558	0.218173084783795	0.0725522617095779	0.107213788046129	87	"Granulocytes"	""
"88"	"Sema3b"	0.563473666624903	0.20564411648919	0.0600232934149728	0.10704075072864	88	"Airway, Alveolum"	"Alveolum"
"89"	"Grn"	0.56087771950446	0.210755179216193	0.0651343561419761	0.106912277182048	89	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, SMC, Vascular_ECs"	"MNP"
"90"	"H2-T23"	0.566634447288504	0.204314464069295	0.0586936409950772	0.106509220013528	90	"Capillary_ECs, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Vascular_ECs"	""
"91"	"Nid1"	0.567622408776403	0.202017663962383	0.0563968408881659	0.106338607424654	91	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs"	"Capillary_ECs, Pericytes"
"92"	"Adam9"	0.558957981555406	0.207610614251184	0.0619897911769663	0.10615124012342	92	"Alveolum, Fibroblasts, Lymphatic_ECs, MNP, SMC"	"Alveolum, MNP"
"93"	"Adam12"	0.564402459810309	0.203817693515286	0.0581968704410687	0.106061692372697	93	"Lymphatic_ECs"	"Lymphatic_ECs"
"94"	"Adam15"	0.5637774635394	0.203951322692978	0.058330499618761	0.10575218587669	94	"Capillary_ECs, MNP, Vascular_ECs"	""
"95"	"Nenf"	0.562878503111562	0.206952713635793	0.0613318905615759	0.104984053390527	95	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"96"	"Bmp6"	0.563160919883141	0.199144074373655	0.0535232512994373	0.104784560624081	96	"Capillary_ECs, Vascular_ECs"	""
"97"	"Wnt5a"	0.564338816594178	0.204242728209845	0.0586219051356272	0.104622027275158	97	"Fibroblasts, Pericytes"	""
"98"	"Pvr"	0.559985222840757	0.207023850282204	0.0614030272079869	0.104261223360218	98	"Capillary_ECs, SMC, Vascular_ECs"	"Capillary_ECs, Vascular_ECs"
"99"	"Penk"	0.560254214871435	0.204010303707465	0.0583894806332475	0.103148206356229	99	"Fibroblasts"	""
"100"	"Agrn"	0.568424909954797	0.200317750068371	0.0546969269941535	0.102193168022674	100	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, SMC"
"101"	"Jam2"	0.56913343794687	0.199405417218456	0.0537845941442383	0.102007469571045	101	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs, Vascular_ECs"
"102"	"Mdk"	0.56554455721227	0.203457721873839	0.0578368987996219	0.10189072493973	102	"Fibroblasts"	""
"103"	"Nectin2"	0.557493193159151	0.207561171828768	0.0619403487545508	0.101789441710934	103	"Airway, Alveolum, Lymphatic_ECs"	""
"104"	"Rspo1"	0.569657500054692	0.199480993800762	0.0538601707265445	0.101161268807587	104	"Mesothelium"	""
"105"	"Areg"	0.561874133607003	0.199646793100421	0.0540259700262041	0.101159445300797	105	"Airway, Alveolum"	"Airway"
"106"	"Lamc2"	0.559020630346278	0.206836524987868	0.0612157019136504	0.100421456477487	106	"Alveolum"	"Alveolum"
"107"	"Manf"	0.565840895937377	0.199039920179857	0.0534190971056396	0.0997493502166841	107	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Airway, Lymphatic_ECs"
"108"	"Jag2"	0.563123131723562	0.200980908822086	0.0553600857478684	0.0994231309098183	108	"Airway, Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	"Vascular_ECs"
"109"	"Wnt4"	0.553496100858591	0.201679813167886	0.0560589900936682	0.0992206923901265	109	"Airway, Pericytes"	""
"110"	"Osm"	0.559748052418144	0.195994256672994	0.0503734335987762	0.0977919830431515	110	"Granulocytes"	""
"111"	"Robo2"	0.558436405510707	0.200886030930865	0.0552652078566475	0.0970670189880207	111	"Fibroblasts"	""
"112"	"Trf"	0.566755269956623	0.20502278259024	0.0594019595160221	0.0969929097298998	112	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium"	""
"113"	"Fgf10"	0.573119094357036	0.197400723488925	0.051779900414708	0.0965247774337083	113	"Fibroblasts"	""
"114"	"Esam"	0.550774358943768	0.201644965065031	0.0560241419908139	0.0940086841613583	114	"Alveolum, Capillary_ECs, Mesothelium, Pericytes, Vascular_ECs"	""
"115"	"Ptprm"	0.569896659327811	0.18791232127196	0.0422914981977422	0.0939325825997733	115	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"116"	"Fbrs"	0.557412147501109	0.193954779854281	0.0483339567800636	0.0923587964470782	116	"Lymphatic_ECs"	"Lymphatic_ECs"
"117"	"Ocln"	0.557946153861458	0.194283787157159	0.0486629640829421	0.0922169839587937	117	"Airway"	""
"118"	"Rspo3"	0.561418686841569	0.19283264287046	0.0472118197962424	0.0909676557966173	118	"Lymphatic_ECs, SMC"	""
"119"	"Cdh5"	0.549796838921012	0.195664447146338	0.0500436240721211	0.0909046566896555	119	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"120"	"Ltb"	0.55214766021683	0.207257210117165	0.0616363870429481	0.0908070918492198	120	"Lymphocytes"	""
"121"	"Fgf7"	0.575134297130293	0.200036377529707	0.0544155544554901	0.0901902441202247	121	"Fibroblasts"	""
"122"	"Apoe"	0.57736827345899	0.207901986670387	0.0622811635961701	0.0901275343141114	122	"MNP"	"MNP"
"123"	"Plau"	0.561563872928365	0.184331711358211	0.0387108882839939	0.0885588036194945	123	"Lymphatic_ECs"	""
"124"	"Cd6"	0.561853747889332	0.184782074043264	0.0391612509690464	0.0845335879784161	124	"Lymphocytes"	"Lymphocytes"
"125"	"Sfrp2"	0.563800832532825	0.182972703145499	0.0373518800712817	0.083318689131397	125	"Mesothelium, SMC"	"Mesothelium"
"126"	"Sema3c"	0.550189139682942	0.195741195526306	0.0501203724520891	0.0831086857310653	126	"Capillary_ECs, Mesothelium, Vascular_ECs"	""
"127"	"Itgal"	0.57420351509438	0.207101201976425	0.0614803789022075	0.0816538870580123	127	"Granulocytes, Lymphocytes, MNP"	""
"128"	"Clstn1"	0.547627003021065	0.194522863422716	0.0489020403484982	0.0808285804967674	128	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs"	""
"129"	"Ccl5"	0.562794971390386	0.197781429900352	0.052160606826135	0.080315797228033	129	"Lymphocytes"	""
"130"	"Mapt"	0.574931434378876	0.203615702048594	0.0579948789743768	0.0782768367621285	130	"Capillary_ECs, Pericytes, Vascular_ECs"	""
"131"	"Mif"	0.584586806363525	0.204781440968937	0.0591606178947197	0.0777803321394551	131	"Alveolum, Fibroblasts, Lymphocytes, MNP, Mesothelium, SMC"	"Alveolum"
"132"	"Tfpi"	0.5771047507672	0.221386101609874	0.075765278535657	0.0777538175125256	132	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes"	""
"133"	"Tgfb2"	0.568217572289744	0.193876174384329	0.0482553513101121	0.0769727280768964	133	"Fibroblasts, Mesothelium, Pericytes, SMC"	"Pericytes"
"134"	"Crlf1"	0.535369717364455	0.179294959482781	0.0336741364085633	0.0603886020303268	134	"Alveolum, Fibroblasts"	"Fibroblasts"
"135"	"Calr"	0.572118702553488	0.195373940580031	0.049753117505814	0.059208756587151	135	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"136"	"Hmgb2"	0.554017676903282	0.183025715627868	0.0374048925536501	0.0591322521025897	136	"Granulocytes, Lymphocytes, MNP"	""
"137"	"Npnt"	0.541675367887625	0.168083027377101	0.0224622043028841	0.0572571237510155	137	"Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	"Lymphatic_ECs"
"138"	"Bmp5"	0.536326851669543	0.178054239726405	0.0324334166521875	0.057177725843041	138	"Airway, Fibroblasts, Pericytes"	""
"139"	"Sema6d"	0.53346887349519	0.164737156919369	0.0191163338451521	0.0461125860764921	139	"Capillary_ECs, Vascular_ECs"	""
"140"	"Igf1"	0.566325181035122	0.178572600019995	0.0329517769457772	0.0411730224733681	140	"Fibroblasts, MNP"	"Fibroblasts, MNP"
"141"	"Lama2"	0.56514280941045	0.1807069480215	0.0350861249472828	0.0350096229919521	141	"Fibroblasts, Pericytes"	""
"142"	"Cadm1"	0.564970276629214	0.179835741492907	0.0342149184186893	0.02096913282571	142	"Airway, Alveolum, Capillary_ECs, Pericytes, Vascular_ECs"	""
"143"	"App"	0.553453837785378	0.16803221010381	0.0224113870295924	0.00809628251197595	143	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
